"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"23","RUTU065","F","RUTI039/RUTI007",2.908,3.518,0.827,102.64,21,17,0,4,0,2,0,1,0,-2.747,0.411,-6.679,87.49,21,17,0,4,0,2,0,1,0,0.934,0.692,1.35,101.32,18,18,0,0,0,2,0,0,0,-1.177,4.242,-0.277,93.52,5,3,0,2,0,1,0,1,0,-2.637,3.865,-0.682,97.41,21,17,0,4,0,2,0,1,0,-0.513,4.415,-0.116,99.54,20,16,0,4,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.48,4.826,-2.793,94.37,12,10,0,2,0,2,0,1,0,-2.792,0.409,-6.826,87.28,21,17,0,4,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.254443796377,5.16575633870709,NA,NA,2,2,0,0,0,2,0,0,0,-2.595,3.377,-0.769,97.76,13,10,0,3,0,2,0,1,0,-2.265,4.406,-0.514,87.87,5,3,0,2,0,1,0,1,0,1.013,0.708,1.432,101.43,18,18,0,0,0,2,0,0,0,-0.629,0.737,-0.854,99.35,2,0,0,2,0,0,0,1,0
"24","RUTU069","F","RUTI039/RUTI007",9.623,3.756,2.562,108.75,24,0,24,0,0,0,3,0,0,-1.695,0.441,-3.846,92.28,24,0,24,0,0,0,3,0,0,0.59,0.709,0.832,100.83,25,0,25,0,0,0,3,0,0,-4.467,3.79,-1.178,75.41,10,0,10,0,0,0,3,0,0,8.598,3.841,2.238,108.45,24,0,24,0,0,0,3,0,0,7.012,4.426,1.584,106.35,22,0,22,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.276,5.232,4.066,108.89,14,0,14,0,0,0,3,0,0,-1.719,0.448,-3.838,92.17,23,0,23,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.694937823904,4.56141300005252,NA,NA,3,0,3,0,0,0,2,0,0,15.183,3.739,4.061,113.1,13,0,13,0,0,0,3,0,0,-4.901,3.92,-1.25,73.75,10,0,10,0,0,0,3,0,0,0.574,0.726,0.791,100.81,25,0,25,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","TA1180+TM2003","M","TA1180+TM2003",-12.957,6.343,-2.043,88.22,35,23,5,4,3,1,1,1,1,-0.648,0.792,-0.818,97.05,34,22,5,4,3,1,1,1,1,3.54,2.254,1.571,105,12,8,2,2,0,1,1,1,0,-1.587,4.91,-0.323,91.26,18,11,2,2,3,1,1,1,1,-6.881,4.237,-1.624,93.24,34,22,5,4,3,1,1,1,1,-6.889,4.897,-1.407,93.76,34,22,5,4,3,1,1,1,1,0,0.004,0.001,100,17,11,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.736,0.794,-0.927,96.65,35,23,5,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.662890225234,3.31761924082985,NA,NA,15,10,2,3,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166,4.388,0.494,111.6,18,11,2,2,3,1,1,1,1,3.626,2.418,1.5,105.11,12,8,2,2,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","TAPE1626","F","TAPO261*2/FIDA240",-7.698,4.439,-1.734,93,10,10,0,0,0,5,0,0,0,0.716,0.547,1.31,103.26,10,10,0,0,0,5,0,0,0,-5.302,0.903,-5.871,92.51,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.164,4.536,-0.257,98.86,10,10,0,0,0,5,0,0,0,-0.504,5.162,-0.098,99.54,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,0.544,1.358,103.37,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.996107192849,5.19835577191252,NA,NA,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.127,0.926,-6.618,91.36,10,10,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","TAPE1633","F","TAPO239*2/FIDA240",-13.266,4.699,-2.823,87.94,8,8,0,0,0,5,0,0,0,0.108,0.589,0.184,100.49,8,8,0,0,0,5,0,0,0,-5.459,0.99,-5.514,92.29,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4.704,0.106,100.49,8,8,0,0,0,5,0,0,0,-1.309,5.365,-0.244,98.81,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,0.586,0.245,100.66,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.529132698604,4.51878297201465,NA,NA,3,3,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.018,1.016,-5.922,91.51,8,8,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","TAPE1636","F","TAPU047/TAPO353",-1.443,4.858,-0.297,98.69,7,7,0,0,0,4,0,0,0,1.263,0.616,2.05,105.75,7,7,0,0,0,4,0,0,0,-5.376,1.048,-5.129,92.41,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.067,4.798,1.056,104.98,7,7,0,0,0,4,0,0,0,4.364,5.482,0.796,103.95,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.249,0.613,2.037,105.69,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.780449403951,5.2159093128693,NA,NA,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.682,1.077,-5.277,91.99,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","TAPI086","F","PZ9R64/TAPO113",-0.073,2.616,-0.028,99.93,47,28,13,4,2,14,7,1,1,0.972,0.299,3.256,104.43,46,27,13,4,2,13,7,1,1,-1.327,0.623,-2.129,98.13,23,15,5,2,1,3,2,1,1,4.287,3.086,1.389,123.6,20,12,5,2,1,12,5,1,1,0.793,3.046,0.26,100.78,46,27,13,4,2,13,7,1,1,-1.709,3.436,-0.497,98.45,45,26,13,4,2,13,7,1,1,5.367,2.113,2.54,152.1,21,13,5,2,1,13,5,1,1,-8.442,4.942,-1.708,96.47,11,7,4,0,0,2,1,0,0,1.176,0.294,3.995,105.36,47,28,13,4,2,14,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.644184228613,2.23682264763433,NA,NA,16,11,2,3,0,5,1,1,0,-3.461,3.562,-0.972,97.01,11,7,4,0,0,2,1,0,0,14.36,3.143,4.569,176.92,21,13,5,2,1,13,5,1,1,-1.139,0.637,-1.788,98.39,23,15,5,2,1,3,2,1,1,-0.167,0.684,-0.244,99.83,3,2,1,0,0,2,1,0,0
"30","TAPI086+TIPI227","F","TAPI086+TIPI227",-10.796,4.129,-2.615,90.19,13,5,8,0,0,5,8,0,0,1.503,0.497,3.022,106.84,13,5,8,0,0,5,8,0,0,-0.948,1.427,-0.664,98.66,3,3,0,0,0,3,0,0,0,0.509,3.652,0.139,102.8,10,2,8,0,0,2,8,0,0,-1.159,4.316,-0.269,98.86,13,5,8,0,0,5,8,0,0,-1.497,4.896,-0.306,98.64,13,5,8,0,0,5,8,0,0,-0.634,2.365,-0.268,93.85,10,2,8,0,0,2,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.577,0.495,3.185,107.18,13,5,8,0,0,5,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.085,3.815,-0.022,99.54,10,2,8,0,0,2,8,0,0,-0.932,1.475,-0.632,98.69,3,3,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","TAPI094","F","TAPO130/(PA2121/TF2040:0226%@.@.0001.@.)",-3.061,1.911,-1.602,97.22,96,47,39,10,0,9,4,1,0,0.404,0.214,1.887,101.84,96,47,39,10,0,9,4,1,0,1.46,0.351,4.16,102.06,88,41,39,8,0,9,4,1,0,-3.764,3.41,-1.104,79.28,13,5,8,0,0,3,4,0,0,-10.159,2.311,-4.396,90.02,95,46,39,10,0,9,4,1,0,-11.953,2.581,-4.631,89.18,94,45,39,10,0,9,4,1,0,-0.239,2.632,-0.091,97.68,2,0,0,2,0,0,0,1,0,-9.05,2.416,-3.746,96.22,63,35,22,6,0,9,4,1,0,0.315,0.213,1.479,101.43,96,47,39,10,0,9,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.280023331401,1.69517052668252,NA,NA,31,13,16,2,0,9,4,1,0,-6.429,1.757,-3.659,94.45,62,35,21,6,0,9,4,1,0,-4.031,3.428,-1.176,78.41,15,5,8,2,0,3,4,1,0,1.464,0.361,4.06,102.06,88,41,39,8,0,9,4,1,0,0.002,0.685,0.003,100,3,3,0,0,0,3,0,0,0
"32","TAPI1501","F","TAPO213*3/FIDA275",0.526,5.015,0.105,100.48,6,0,6,0,0,0,3,0,0,-0.775,0.643,-1.206,96.47,6,0,6,0,0,0,3,0,0,-5.057,1.105,-4.575,92.86,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.516,4.894,1.127,105.42,6,0,6,0,0,0,3,0,0,6.301,5.599,1.125,105.71,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.728,0.64,-1.137,96.68,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.696,1.136,-5.015,91.97,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","TAPI1625","F","TAPO213/TAPU045",-5.561,4.707,-1.182,94.95,8,8,0,0,0,4,0,0,0,-0.245,0.59,-0.416,98.88,8,8,0,0,0,4,0,0,0,-4.553,0.993,-4.587,93.57,8,8,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.207,4.707,0.469,102.17,8,8,0,0,0,4,0,0,0,1.143,5.369,0.213,101.04,8,8,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264,0.588,-0.45,98.8,8,8,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.077204096609,4.49621413364166,NA,NA,3,3,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.159,1.019,-5.064,92.73,8,8,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","TAPI243","F","TAPO239/TAPO293",-0.729,5.933,-0.123,99.34,2,0,2,0,0,0,1,0,0,0.227,0.829,0.273,101.03,2,0,2,0,0,0,1,0,0,-2.794,1.635,-1.709,96.06,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.417,5.361,-0.264,98.61,2,0,2,0,0,0,1,0,0,-1.501,6.181,-0.243,98.64,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223,0.827,0.27,101.02,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.223,1.7,-1.896,95.46,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","TAPI250","F","TAPO239/TAPI095",-3.714,5.914,-0.628,96.62,2,0,2,0,0,0,1,0,0,-0.806,0.824,-0.978,96.33,2,0,2,0,0,0,1,0,0,-7.959,1.617,-4.921,88.76,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,5.355,0.381,102,2,0,2,0,0,0,1,0,0,1.801,6.173,0.292,101.63,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,0.823,-0.998,96.26,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.833,1.68,-5.259,87.55,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","TAPO1506","F","TAPO261/TAPO336",-4.983,5.062,-0.984,95.47,6,0,6,0,0,0,3,0,0,-0.689,0.651,-1.059,96.86,6,0,6,0,0,0,3,0,0,-5.722,1.134,-5.046,91.92,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.459,4.904,0.502,102.42,6,0,6,0,0,0,3,0,0,3.119,5.612,0.556,102.82,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.618,0.648,-0.954,97.18,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.352,1.166,-5.447,91.04,6,0,6,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","TAPO1510","F","TUPO169/TAPO373",-6.366,5.652,-1.126,94.21,3,0,3,0,0,0,2,0,0,-1.111,0.766,-1.45,94.94,3,0,3,0,0,0,2,0,0,-3.738,1.431,-2.612,94.72,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,5.23,-0.138,99.29,3,0,3,0,0,0,2,0,0,0.016,6.016,0.003,100.01,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.076,0.764,-1.408,95.1,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.291,1.48,-2.899,93.95,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","TAPO1512","F","TAPO261/TAPO336",-5.917,5.416,-1.093,94.62,4,0,4,0,0,0,2,0,0,-0.683,0.718,-0.951,96.89,4,0,4,0,0,0,2,0,0,-5.183,1.294,-4.006,92.68,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,5.111,-0.575,97.11,4,0,4,0,0,0,2,0,0,-2.653,5.868,-0.452,97.6,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.674,0.716,-0.941,96.93,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.817,1.334,-4.36,91.8,4,0,4,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","TAPO1513","F","TAPO261/TAPO367",-3.352,5.924,-0.566,96.95,2,0,2,0,0,0,1,0,0,-0.691,0.826,-0.836,96.85,2,0,2,0,0,0,1,0,0,-6.523,1.625,-4.013,90.79,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,5.358,0.052,100.27,2,0,2,0,0,0,1,0,0,0.14,6.178,0.023,100.13,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.631,0.825,-0.765,97.13,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.239,1.689,-4.287,89.79,2,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","TAPO1603","F","PZ4C16/TAPO261//TAPO353",-11.376,4.85,-2.345,89.66,7,7,0,0,0,5,0,0,0,0.222,0.614,0.361,101.01,7,7,0,0,0,5,0,0,0,-3.294,1.046,-3.15,95.35,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.918,4.796,-0.191,99.1,7,7,0,0,0,5,0,0,0,-2.116,5.478,-0.386,98.08,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,0.612,0.427,101.19,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.679591621091,5.24600109736662,NA,NA,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.682,1.074,-3.429,94.81,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","TAPO1604","F","TAPO213/TAPO353",-9.624,4.562,-2.11,91.25,9,9,0,0,0,5,0,0,0,1.096,0.566,1.935,104.99,9,9,0,0,0,5,0,0,0,-7.448,0.942,-7.91,89.49,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.055,4.617,-0.445,97.98,9,9,0,0,0,5,0,0,0,0.186,5.26,0.035,100.17,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.254,0.564,2.224,105.71,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.963,0.966,-8.245,88.77,9,9,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","TAPO1605","F","TAPO213/TAPO367",-10.818,4.85,-2.23,90.17,7,7,0,0,0,5,0,0,0,1.093,0.614,1.779,104.98,7,7,0,0,0,5,0,0,0,-5.195,1.046,-4.969,92.67,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988,4.796,0.206,100.97,7,7,0,0,0,5,0,0,0,-0.069,5.478,-0.013,99.94,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.137,0.612,1.859,105.18,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.961000110935,5.24600109736662,NA,NA,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.618,1.074,-5.231,92.08,7,7,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","TAPO1627","F","TAPO261/TAPO336",-5.335,4.858,-1.098,95.15,7,7,0,0,0,4,0,0,0,0.434,0.616,0.704,101.98,7,7,0,0,0,4,0,0,0,-3.955,1.048,-3.773,94.42,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391,4.798,-0.082,99.62,7,7,0,0,0,4,0,0,0,-1.499,5.482,-0.273,98.64,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.613,0.704,101.97,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.544178590853,5.2159093128693,NA,NA,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.403,1.077,-4.089,93.79,7,7,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
