"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"503","WIRE1771","M","WISI058/RUYE006",19.944,2.962,6.733,118.13,41,41,0,0,0,5,0,0,0,-0.608,0.315,-1.927,97.23,41,41,0,0,0,5,0,0,0,0.32,0.514,0.622,100.45,42,42,0,0,0,5,0,0,0,6.976,6.284,1.11,138.4,2,2,0,0,0,2,0,0,0,10.087,3.1,3.254,109.91,40,40,0,0,0,5,0,0,0,12.133,3.482,3.485,110.99,40,40,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.594,5.556,3.347,107.77,11,11,0,0,0,5,0,0,0,-0.534,0.311,-1.719,97.57,42,42,0,0,0,5,0,0,0,-1.353,0.897,-1.508,98.63,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.484,4.081,2.324,108.18,10,10,0,0,0,5,0,0,0,4.311,5.203,0.829,123.09,2,2,0,0,0,2,0,0,0,0.312,0.529,0.589,100.44,42,42,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","WIRE1772","M","WISI058/RUYE006",12.284,2.849,4.312,111.16,45,45,0,0,0,5,0,0,0,0.726,0.303,2.392,103.31,45,45,0,0,0,5,0,0,0,1.159,0.502,2.31,101.64,45,45,0,0,0,5,0,0,0,11.662,6.284,1.856,164.2,2,2,0,0,0,2,0,0,0,1.147,2.984,0.384,101.13,45,45,0,0,0,5,0,0,0,0.749,3.373,0.222,100.68,44,44,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,5.557,2.321,105.39,11,11,0,0,0,5,0,0,0,0.839,0.302,2.781,103.82,45,45,0,0,0,5,0,0,0,1.066,0.95,1.123,101.08,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.566,3.923,0.654,102.21,11,11,0,0,0,5,0,0,0,7.242,5.203,1.392,138.79,2,2,0,0,0,2,0,0,0,1.403,0.517,2.714,101.98,45,45,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","WIRE1779","M","WISI058/RUYE006",5.808,2.749,2.113,105.28,49,49,0,0,0,5,0,0,0,0.425,0.293,1.452,101.94,49,49,0,0,0,5,0,0,0,2.899,0.483,5.999,104.09,50,50,0,0,0,5,0,0,0,-11.422,6.284,-1.818,37.12,2,2,0,0,0,2,0,0,0,-2.848,2.9,-0.982,97.2,49,49,0,0,0,5,0,0,0,-0.867,3.25,-0.267,99.21,49,49,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.471,5.019,1.289,102.7,14,14,0,0,0,5,0,0,0,0.383,0.289,1.325,101.74,50,50,0,0,0,5,0,0,0,0.295,0.853,0.346,100.3,4,4,0,3,0,135.735311727205,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,-2.841,3.545,-0.801,97.55,14,14,0,0,0,5,0,0,0,-7.194,5.203,-1.383,61.47,2,2,0,0,0,2,0,0,0,3.128,0.498,6.277,104.41,50,50,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","WIRO004","M","(TIRO117:0003.0001.0001.)/PZ8021",11.009,5.734,1.92,110.01,9,0,9,0,0,0,1,0,0,1.302,0.602,2.165,105.93,9,0,9,0,0,0,1,0,0,1.596,1.005,1.587,102.25,9,0,9,0,0,0,1,0,0,-2.017,5.954,-0.339,88.9,3,0,3,0,0,0,1,0,0,0.432,4.46,0.097,100.42,9,0,9,0,0,0,1,0,0,-2.217,5.11,-0.434,97.99,9,0,9,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.877,7.446,1.864,105.8,6,0,6,0,0,0,1,0,0,1.159,0.6,1.932,105.28,9,0,9,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.912251116409,3.24740507700276,NA,NA,1,0,1,0,0,0,1,0,0,15.848,5.219,3.037,113.67,6,0,6,0,0,0,1,0,0,-1.272,5.025,-0.253,93.19,3,0,3,0,0,0,1,0,0,1.597,1.029,1.553,102.25,9,0,9,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","WISA004","M","PZ9N730/TIHI009",13.339,1.945,6.857,112.12,114,22,66,26,0,5,7,1,0,-0.543,0.209,-2.597,97.53,111,22,63,26,0,5,7,1,0,1.892,0.386,4.897,102.67,102,18,66,18,0,5,7,1,0,1.944,2.824,0.688,110.7,33,3,18,12,0,3,7,1,0,1.074,2.153,0.499,101.05,112,22,64,26,0,5,7,1,0,-0.476,2.412,-0.197,99.57,110,21,63,26,0,5,7,1,0,0,0.004,-0.001,100,4,2,0,2,0,2,0,1,0,19.387,2.695,7.193,108.1,68,16,38,14,0,5,7,1,0,-0.589,0.208,-2.827,97.32,110,22,62,26,0,5,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.811945168085,1.46446684553638,NA,NA,31,8,17,6,0,5,6,1,0,13.323,1.846,7.216,111.5,70,17,37,16,0,5,7,1,0,-0.119,2.697,-0.044,99.36,35,3,18,14,0,3,7,1,0,1.913,0.401,4.767,102.7,102,18,66,18,0,5,7,1,0,0.402,0.831,0.484,100.41,4,2,0,2,0,2,0,1,0
"508","WISA1750","M","WISI009/RUXU040",5.872,3.063,1.917,105.34,38,38,0,0,0,4,0,0,0,0.601,0.326,1.841,102.74,38,38,0,0,0,4,0,0,0,-0.254,0.529,-0.48,99.64,39,39,0,0,0,4,0,0,0,-11.505,6.284,-1.831,36.67,2,2,0,0,0,2,0,0,0,-2.97,3.152,-0.942,97.08,38,38,0,0,0,4,0,0,0,-2.989,3.573,-0.836,97.29,37,37,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.223,5.559,0.22,100.51,11,11,0,0,0,4,0,0,0,0.631,0.324,1.943,102.87,38,38,0,0,0,4,0,0,0,-0.409,0.897,-0.456,99.58,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.941,3.924,1.259,104.26,11,11,0,0,0,4,0,0,0,-7.245,5.203,-1.393,61.19,2,2,0,0,0,2,0,0,0,-0.134,0.544,-0.246,99.81,39,39,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","WISA1773","M","WISI057/RUXU043",1.112,3.1,0.359,101.01,37,37,0,0,0,4,0,0,0,1.707,0.326,5.232,107.77,38,38,0,0,0,4,0,0,0,0.285,0.535,0.533,100.4,38,38,0,0,0,4,0,0,0,6.506,6.284,1.035,135.81,2,2,0,0,0,2,0,0,0,-10.234,3.206,-3.192,89.95,36,36,0,0,0,4,0,0,0,-9.637,3.574,-2.697,91.27,37,37,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.114,5.787,0.711,101.72,10,10,0,0,0,4,0,0,0,1.952,0.325,6.013,108.89,38,38,0,0,0,4,0,0,0,-1.498,0.897,-1.669,98.48,3,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838,3.924,0.214,100.72,11,11,0,0,0,4,0,0,0,4.017,5.203,0.772,121.52,2,2,0,0,0,2,0,0,0,0.588,0.55,1.07,100.83,38,38,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","WISE006","M","TISI056/BG9N93",1.276,1.974,0.646,101.16,107,61,38,8,0,10,8,1,0,0.675,0.201,3.36,103.07,119,66,45,8,0,10,8,1,0,0.492,0.39,1.264,100.69,94,52,35,7,0,10,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.487,2.129,1.168,102.44,114,64,42,8,0,10,8,1,0,2.925,2.378,1.23,102.65,113,64,41,8,0,10,8,1,0,0,0.004,0,100,5,1,3,1,0,1,2,1,0,-8.955,2.96,-3.026,96.26,52,31,15,6,0,10,7,1,0,0.701,0.2,3.506,103.19,119,66,45,8,0,10,8,1,0,0.214,0.901,0.237,100.22,3,0,3,0,2,134.483995021858,1.45694389941205,NA,NA,32,24,6,2,0,10,4,1,0,-2.79,2.065,-1.351,97.59,52,31,15,6,0,10,7,1,0,-1.308,4.631,-0.282,92.99,5,1,3,1,0,1,2,1,0,0.502,0.405,1.242,100.71,94,52,35,7,0,10,8,1,0,-0.273,0.902,-0.303,99.72,3,2,1,0,0,2,1,0,0
"511","WISI009","M","PZ7P610/TASI039",7.839,3.623,2.164,107.12,39,11,13,15,0,4,3,1,0,-0.291,0.405,-0.719,98.67,35,11,13,11,0,4,3,1,0,2.818,0.761,3.702,103.98,25,8,11,6,0,1,1,1,0,-2.471,3.833,-0.645,86.4,17,4,8,5,0,4,4,1,0,3.703,3.449,1.074,103.64,38,11,12,15,0,4,2,1,0,3.626,3.911,0.927,103.28,38,11,12,15,0,4,2,1,0,0,0.004,0.001,100,6,3,3,0,0,3,3,0,0,29.714,5.57,5.334,112.41,20,4,7,9,0,1,1,1,0,-0.246,0.403,-0.611,98.88,35,11,13,11,0,4,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.173898727153,2.82110479662402,NA,NA,5,2,3,0,0,2,1,0,0,14.258,3.897,3.659,112.3,22,4,7,11,0,1,1,1,0,0.669,3.613,0.185,103.58,17,4,8,5,0,4,4,1,0,2.899,0.782,3.705,104.09,25,8,11,6,0,1,1,1,0,1.155,1.07,1.079,101.19,2,0,0,2,0,0,0,1,0
"512","WISI014","M","PZ7006/PZ7P64",1.247,1.135,1.099,101.13,726,435,177,82,32,65,26,4,1,2.007,0.112,17.857,109.14,894,547,219,89,39,66,26,4,1,-1.122,0.276,-4.07,98.42,770,490,181,83,16,66,26,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.752,1.052,3.565,103.69,835,512,205,87,31,66,26,4,1,2.99,1.174,2.546,102.71,829,515,204,79,31,66,26,4,1,0,0.004,0.001,100,47,27,7,11,2,16,4,4,1,2.617,1.86,1.407,101.09,360,207,92,48,13,65,26,4,1,2.07,0.112,18.445,109.43,889,548,219,89,33,66,26,4,1,0.223,0.362,0.617,100.23,116,90,26,26,7,137.02925846059,0.814985830135827,NA,NA,180,120,42,18,0,33,16,4,0,1.248,1.226,1.018,101.08,360,206,85,54,15,65,26,4,1,1.25,2.565,0.487,106.7,54,28,8,15,3,16,5,4,1,-1.142,0.292,-3.913,98.39,771,490,181,83,17,66,26,4,1,0.398,0.424,0.94,100.41,30,18,12,0,0,12,9,0,0
"513","WISI018","M","TASI047/TASU012",-2.576,4.439,-0.58,97.66,16,9,7,0,0,5,2,0,0,1.671,0.47,3.553,107.61,16,9,7,0,0,5,2,0,0,-2.496,0.981,-2.545,96.48,9,3,6,0,0,1,2,0,0,2.093,5.253,0.399,111.52,5,5,0,0,0,5,0,0,0,1.209,3.983,0.304,101.19,16,9,7,0,0,5,2,0,0,4.477,4.528,0.989,104.05,16,9,7,0,0,5,2,0,0,0,0.004,-0.001,100,5,5,0,0,0,5,0,0,0,-8.021,5.914,-1.356,96.65,10,4,6,0,0,1,2,0,0,1.651,0.468,3.527,107.52,16,9,7,0,0,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.586808618891,2.86373482466189,NA,NA,3,3,0,0,0,3,0,0,0,-9.319,4.375,-2.13,91.96,9,4,5,0,0,1,2,0,0,-1.529,4.609,-0.332,91.81,5,5,0,0,0,5,0,0,0,-2.609,1.003,-2.601,96.32,9,3,6,0,0,1,2,0,0,0.19,0.897,0.212,100.2,3,1,2,0,0,1,2,0,0
"514","WISI043","M","TISI053/TASI039",1.477,4.196,0.352,101.34,20,6,4,10,0,6,4,1,0,0.19,0.433,0.439,100.87,22,6,4,12,0,6,4,1,0,2.906,0.772,3.766,104.1,19,6,3,10,0,6,3,1,0,9.693,6.83,1.419,153.36,1,0,1,0,0,0,1,0,0,3.562,3.814,0.934,103.5,21,6,3,12,0,6,3,1,0,0.542,4.911,0.11,100.49,11,6,3,2,0,6,3,1,0,0,0.004,0,100,1,0,1,0,0,0,1,0,0,-12.252,12.831,-0.955,94.88,2,0,0,2,0,0,0,1,0,0.209,0.431,0.484,100.95,22,6,4,12,0,6,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.428274915744,2.73835238925638,NA,NA,4,2,0,2,0,2,0,1,0,-5.003,7.659,-0.653,95.68,4,0,0,4,0,0,0,1,0,4.726,5.472,0.864,125.31,1,0,1,0,0,0,1,0,0,2.968,0.79,3.755,104.18,19,6,3,10,0,6,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","WISI051","M","PZ9N730/TASI039",0.445,1.039,0.428,100.4,885,445,172,204,64,130,61,16,4,1.514,0.104,14.576,106.89,1006,519,191,223,73,130,61,16,4,-1.424,0.27,-5.277,97.99,767,418,137,179,33,101,37,15,4,-3.596,2.48,-1.45,80.2,48,25,17,6,0,24,14,3,0,3.186,0.933,3.415,103.13,968,505,185,214,64,130,60,16,4,2.3,1.048,2.195,102.08,947,500,187,195,65,129,60,16,4,0,0.004,-0.003,100,81,36,13,29,3,36,13,11,2,-2.706,1.771,-1.529,98.87,407,198,86,98,25,76,29,10,3,1.551,0.104,14.929,107.06,1003,521,193,223,66,130,61,16,4,0.108,0.393,0.274,100.11,68,50,18,19,6,139.215928134062,0.724710476643859,NA,NA,216,137,30,49,0,68,23,15,0,-0.437,1.151,-0.38,99.62,414,199,76,112,27,76,29,10,3,-2.694,1.901,-1.417,85.57,94,38,17,36,3,37,14,12,2,-1.501,0.286,-5.242,97.88,765,417,137,178,33,100,37,15,4,-0.059,0.391,-0.15,99.94,35,20,15,0,0,20,15,0,0
"516","WISI055","M","TISO117/TISI067",-0.062,3.725,-0.017,99.94,24,11,13,0,0,3,2,0,0,0.431,0.389,1.107,101.96,25,11,14,0,0,3,2,0,0,1.603,0.739,2.169,102.26,17,8,9,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.832,3.609,-0.231,99.18,24,11,13,0,0,3,2,0,0,-1.027,4.032,-0.255,99.07,25,11,14,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.941,5.174,-3.661,92.09,13,9,4,0,0,3,2,0,0,0.381,0.387,0.984,101.74,25,11,14,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.134027871795,2.21926910667756,NA,NA,9,4,5,0,0,2,2,0,0,-6.46,3.659,-1.765,94.43,13,9,4,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691,0.738,2.291,102.38,18,8,10,0,0,3,2,0,0,-0.509,1.15,-0.442,99.48,1,1,0,0,0,1,0,0,0
"517","WISI057","M","GS1092/TISI036",17.526,1.203,14.566,115.93,636,460,94,82,0,54,11,5,0,0.925,0.126,7.339,104.21,644,466,92,86,0,54,11,5,0,2.039,0.289,7.057,102.88,620,470,94,56,0,53,11,3,0,4.136,1.772,2.335,122.77,140,87,13,40,0,52,5,5,0,1.714,1.169,1.466,101.68,625,449,94,82,0,54,11,5,0,2.159,1.307,1.653,101.96,625,451,92,82,0,54,11,5,0,0,0.004,-0.001,100,6,1,0,5,0,1,0,3,0,46.441,2.052,22.628,119.4,230,159,29,42,0,53,11,5,0,0.876,0.126,6.974,103.99,646,467,94,85,0,54,11,5,0,-2.372,0.496,-4.784,97.59,37,35,2,35,1,138.110055053786,1.18361019022803,NA,NA,80,52,11,17,0,21,4,3,0,24.293,1.352,17.964,120.96,246,170,33,43,0,53,11,5,0,2.903,1.7,1.708,115.55,145,87,13,45,0,52,5,5,0,2.172,0.305,7.114,103.06,616,467,93,56,0,53,11,3,0,2.348,0.686,3.421,102.41,10,0,0,10,0,0,0,5,0
"518","WISI058","M","PZ9N730/TISI036",13.304,1.598,8.324,112.09,227,103,90,19,15,5,5,2,1,1.59,0.169,9.423,107.24,228,105,91,20,12,5,5,2,1,1.975,0.337,5.862,102.79,209,103,92,8,6,4,5,1,1,-3.781,3.015,-1.254,79.19,28,8,8,6,6,4,4,2,1,2.946,1.723,1.709,102.89,221,99,88,19,15,5,5,2,1,4.574,1.916,2.387,104.14,222,101,89,17,15,5,5,2,1,0,0.004,0,100,1,1,0,0,0,1,0,0,0,21.643,2.644,8.186,109.04,79,36,31,6,6,4,5,2,1,1.589,0.168,9.47,107.24,229,105,92,20,12,5,5,2,1,1.066,0.614,1.738,101.08,17,8,9,1,3,136.83115421265,2.20923851184512,NA,NA,10,6,4,0,0,5,4,0,0,9.953,1.784,5.58,108.59,85,38,32,8,7,4,5,2,1,-4.331,2.935,-1.476,76.8,28,8,8,6,6,4,4,2,1,2.009,0.352,5.705,102.83,209,103,92,8,6,4,5,1,1,1.054,0.686,1.535,101.08,8,1,1,4,2,1,1,2,1
"519","WISI064","M","TIRO111/TISI101",6.62,6.493,1.02,106.02,8,0,8,0,0,0,1,0,0,-1.516,0.687,-2.207,93.1,8,0,8,0,0,0,1,0,0,3.438,1.205,2.853,104.85,8,0,8,0,0,0,1,0,0,-2.714,6.041,-0.449,85.06,3,0,3,0,0,0,1,0,0,-1.205,4.618,-0.261,98.82,8,0,8,0,0,0,1,0,0,-0.632,5.389,-0.117,99.43,7,0,7,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.527,8.892,3.658,113.59,5,0,5,0,0,0,1,0,0,-1.526,0.689,-2.215,93.05,8,0,8,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.972434685404,3.30257334858118,NA,NA,1,0,1,0,0,0,1,0,0,20.063,6.519,3.078,117.31,4,0,4,0,0,0,1,0,0,-2.008,5.072,-0.396,89.24,3,0,3,0,0,0,1,0,0,3.677,1.234,2.98,105.18,8,0,8,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","WISI065","M","TIRO111/TISI101",13.581,1.571,8.646,112.34,220,46,92,82,0,7,10,3,0,0.183,0.166,1.103,100.83,219,46,90,83,0,7,10,3,0,2.054,0.333,6.16,102.9,201,44,93,64,0,5,10,3,0,-0.384,2.523,-0.152,97.89,46,8,22,16,0,7,6,2,0,-0.381,1.714,-0.222,99.63,212,44,89,79,0,7,10,3,0,-1.086,1.925,-0.564,99.02,207,43,84,80,0,6,10,3,0,0,0.004,-0.001,100,6,2,2,2,0,2,2,1,0,42.216,2.61,16.176,117.64,83,22,34,27,0,5,10,3,0,0.133,0.165,0.805,100.61,220,46,91,83,0,7,10,3,0,1.312,0.91,1.441,101.33,3,0,3,0,2,136.088890195049,1.70770877022307,NA,NA,22,5,9,8,0,5,6,3,0,25.78,1.804,14.29,122.24,82,21,31,30,0,5,10,3,0,-1.734,2.345,-0.74,90.71,54,8,24,22,0,7,6,3,0,2.08,0.349,5.963,102.93,201,44,93,64,0,5,10,3,0,0.233,0.89,0.261,100.24,4,0,0,4,0,0,0,1,0
"521","WISI067","M","TIRO113/PZ9N929",14.607,1.352,10.802,113.28,361,70,153,138,0,11,15,3,0,-0.654,0.141,-4.629,97.02,371,70,154,147,0,11,15,3,0,1.922,0.303,6.353,102.71,335,70,154,111,0,11,15,3,0,3.981,2.346,1.697,121.92,57,13,33,11,0,5,14,3,0,5.608,1.405,3.992,105.51,362,67,151,144,0,11,15,3,0,4.906,1.621,3.027,104.44,324,61,151,112,0,11,15,3,0,0,0.004,0,100,1,0,1,0,0,0,1,0,0,31.104,2.237,13.902,112.99,139,31,71,37,0,8,15,3,0,-0.668,0.141,-4.742,96.96,368,70,154,144,0,11,15,3,0,0.019,0.753,0.026,100.02,8,0,8,0,4,134.922833545778,1.23125551568213,NA,NA,53,13,37,3,0,8,13,3,0,15.328,1.49,10.284,113.23,149,32,73,44,0,8,15,3,0,2.088,2.216,0.942,111.18,64,13,34,17,0,5,14,3,0,1.955,0.319,6.137,102.76,333,70,154,109,0,11,15,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","WISI073","M","RISI514/80IDM2//WIRO004",11.426,1.918,5.956,110.38,123,49,74,0,0,5,8,0,0,-0.463,0.204,-2.268,97.89,122,48,74,0,0,5,8,0,0,1.191,0.369,3.227,101.68,124,50,74,0,0,5,8,0,0,-4.106,2.811,-1.461,77.4,33,9,24,0,0,5,8,0,0,-5.381,2.102,-2.56,94.71,123,49,74,0,0,5,8,0,0,-4.031,2.359,-1.709,96.35,121,48,73,0,0,5,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.364,2.722,10.422,111.85,69,27,42,0,0,5,8,0,0,-0.495,0.203,-2.437,97.75,122,48,74,0,0,5,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.927297008658,1.54721925290402,NA,NA,29,9,20,0,0,5,6,0,0,20.538,1.914,10.73,117.72,66,25,41,0,0,5,8,0,0,-4.217,2.736,-1.541,77.41,33,9,24,0,0,5,8,0,0,1.219,0.384,3.172,101.72,124,50,74,0,0,5,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","WISI076","M","TASI047/JULU757//WIRO002",11.687,1.641,7.12,110.62,182,36,121,25,0,4,13,1,0,-0.742,0.172,-4.32,96.62,186,35,124,27,0,4,13,1,0,3.31,0.334,9.898,104.67,182,36,123,23,0,4,13,1,0,0.147,2.637,0.056,100.81,39,5,33,1,0,4,11,1,0,-4.404,1.788,-2.463,95.67,181,36,121,24,0,4,13,1,0,-4.282,1.993,-2.148,96.12,180,35,120,25,0,4,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.334,2.429,14.545,114.76,94,18,67,9,0,4,13,1,0,-0.744,0.171,-4.35,96.61,186,35,124,27,0,4,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.897205224161,1.32654616659032,NA,NA,41,4,36,1,0,4,11,1,0,25.733,1.693,15.199,122.2,90,18,64,8,0,4,13,1,0,-0.833,2.53,-0.329,95.54,41,5,33,3,0,4,11,1,0,3.418,0.351,9.752,104.82,180,36,123,21,0,4,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","WISI079","M","TIRO113/TASU024",14.987,1.087,13.787,113.62,842,473,204,131,34,59,24,5,1,-0.405,0.111,-3.634,98.16,857,486,208,138,25,59,24,5,1,1.785,0.275,6.492,102.52,795,489,202,91,13,59,24,5,1,-4.191,1.793,-2.337,76.93,117,69,26,22,0,27,14,4,0,4.292,1,4.292,104.22,840,476,202,128,34,59,24,5,1,6.098,1.122,5.435,105.52,831,472,200,125,34,59,24,5,1,0,0.004,0,100,3,0,1,2,0,0,1,1,0,34.098,1.867,18.264,114.24,308,186,78,40,4,56,24,5,1,-0.412,0.111,-3.698,98.12,854,487,210,132,25,59,24,5,1,1.763,0.484,3.645,101.79,36,16,20,16,10,133.518550269236,1.0030594832441,NA,NA,112,84,20,8,0,44,15,2,0,15.615,1.22,12.803,113.47,319,191,83,42,3,56,24,5,1,-5.18,1.697,-3.052,72.25,124,69,27,28,0,27,14,4,0,1.846,0.291,6.338,102.6,793,486,203,91,13,59,24,5,1,0.233,0.89,0.261,100.24,4,0,0,4,0,0,0,1,0
